name,dept,area,count,adjustedcount,year
Shivaram Kalyanakrishnan,IIT Bombay,AAAI,1,0.0,2017
Soumen Chakrabarti,IIT Bombay,AAAI,1,0.0,2022
Ashwin Srinivasan 0001,BITS Pilani-Goa,AAAI,1,0.0,1993
Krishna Shankara Narayanan,IIT Bombay,AAAI,1,0.0,2023
Devarajan Sridharan,IISc Bangalore,AAAI,1,0.0,2019
Abir De,IIT Bombay,AAAI,1,0.0,2020
Ganesh Ramakrishnan,IIT Bombay,AAAI,1,0.0,2020
Sunita Sarawagi,IIT Bombay,AAAI,1,0.0,2020
Shalabh Bhatnagar,IISc Bangalore,AAAI,1,0.0,2022
Sunita Sarawagi,IIT Bombay,AAAI,1,0.0,2024
U. Pal 0001,ISI Kolkata,AAAI,1,0.0,2024
Manish Gupta 0001,IIIT Bangalore,AAAI,1,0.0,2018
Supratik Chakraborty,IIT Bombay,AAAI,1,0.0,2019
Shalabh Bhatnagar,IISc Bangalore,AAAI,1,0.0,2015
Ganesh Ramakrishnan,IIT Bombay,AAAI,1,0.0,2023
Supratik Chakraborty,IIT Bombay,AAAI,1,0.0,2014
Pushpak Bhattacharya,IIT Bombay,AAAI Workshop: Knowledge Extraction from Text,1,0.0,2016
Mandar Mitra,ISI Kolkata,RIAO,1,0.0,1997
Supratim Biswas,IIT Bombay,PaCT,1,0.0,2019
Nikhil R. Pal,ISI Kolkata,BIBE,1,0.0,2016
Sujit Das,National Institute of Technology Warangal,FICTA,2,0.0,2015
Yashvardhan Sharma,BITS Pilani,FICTA (1),1,0.0,2020
Surya Narayana Raju Undi,National Institute of Technology Warangal,FICTA (1),1,0.0,2020
Abhishek Mishra,BITS Pilani,FICTA (1),1,0.0,2023
Anisur Rahaman Molla,ISI Kolkata,TAMC,1,0.0,2019
Arijit Bishnu,ISI Kolkata,TAMC,1,0.0,2015
Arijit Ghosh,ISI Kolkata,TAMC,1,0.0,2015
Samir Datta,CMI,TAMC,1,0.0,2014
Samir Datta,CMI,TAMC,2,0.0,2011
Saket Saurabh 0001,IMSc,TAMC,1,0.0,2009
Saket Saurabh 0001,IMSc,TAMC,1,0.0,2008
Krishna Shankara Narayanan,IIT Bombay,TAMC,1,0.0,2015
Samir Datta,CMI,TAMC,1,0.0,2012
V. N. Muralidhara,IIIT Bangalore,TAMC,1,0.0,2019
Samir Datta,CMI,TAMC,1,0.0,2015
Virendra Singh,IIT Bombay,EAIS,1,0.0,2014
Aditya Kanade,IISc Bangalore,TDIT (1),1,0.0,2022
Aditya Kanade,IISc Bangalore,TDIT (2),1,0.0,2022
G. N. Srinivasa Prasanna,IIIT Bangalore,ICMLA,1,0.0,2016
V. N. Muralidhara,IIIT Bangalore,ICMLA,1,0.0,2016
Shalabh Bhatnagar,IISc Bangalore,ICMLA,1,0.0,2019
Earnest Paul Ijjina,National Institute of Technology Warangal,ICMLA,4,0.0,2014
Arun Chauhan 0002,BITS Pilani,ICMLA,1,0.0,2020
Snehanshu Saha,BITS Pilani-Goa,ICMLA,1,0.0,2016
Aditya Kanade,IISc Bangalore,ICMLA,1,0.0,2009
Suyash P. Awate,IIT Bombay,ICMLA,1,0.0,2018
Srinath Srinivasa,IIIT Bangalore,ICMLA,1,0.0,2017
Shrisha Rao 0001,IIIT Bangalore,ICMLA (2),1,0.0,2012
Palash Sarkar 0001,ISI Kolkata,GameSec,1,0.0,2022
Hariharan Narayanan,Tata Inst. of Fundamental Research,WADS,1,0.0,2023
Kamal Lodaya,IMSc,WADS,1,0.0,2015
Saket Saurabh 0001,IMSc,WADS,2,0.0,2019
Kamal Lodaya,IMSc,WADS,1,0.0,2003
Saket Saurabh 0001,IMSc,WADS,1,0.0,2003
Kamal Lodaya,IMSc,WADS,1,0.0,1999
Saket Saurabh 0001,IMSc,WADS,1,0.0,2023
Kamal Lodaya,IMSc,WADS,1,0.0,1989
Saket Saurabh 0001,IMSc,WADS,2,0.0,2015
Subhas C. Nandy,ISI Kolkata,WADS,1,0.0,2015
Kamal Lodaya,IMSc,WADS,1,0.0,2023
Anand Louis,IISc Bangalore,WADS,1,0.0,2021
Saladi Rahul,IISc Bangalore,WADS,1,0.0,2019
Saket Saurabh 0001,IMSc,WADS,2,0.0,2017
Kamal Lodaya,IMSc,WADS,1,0.0,2001
L. Sunil Chandran,IISc Bangalore,WADS,1,0.0,2011
Subhas C. Nandy,ISI Kolkata,WADS,1,0.0,2017
Sasanka Roy,ISI Kolkata,WADS,1,0.0,2017
Kamal Lodaya,IMSc,WADS,1,0.0,1993
G. N. Srinivasa Prasanna,IIIT Bangalore,WADS,1,0.0,1993
Kamal Lodaya,IMSc,WADS,1,0.0,2017
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,WADS,1,0.0,2011
Sandip Das 0001,ISI Kolkata,WADS,1,0.0,2021
Kamal Lodaya,IMSc,WADS,1,0.0,1991
Vinod Ganapathy,IISc Bangalore,Digital Identity Management,1,0.0,2009
Aditya Kanade,IISc Bangalore,NLP-TEA@COLING,1,0.0,2016
Pushpak Bhattacharya,IIT Bombay,NLP-TEA@ACL,1,0.0,2018
Pushpak Bhattacharya,IIT Bombay,NLP-TEA@IJCNLP,1,0.0,2017
Dinesh Babu J.,IIIT Bangalore,HRI,2,0.0,2013
Amitabha Sanyal,IIT Bombay,HRI,1,0.0,2017
Pushpak Bhattacharya,IIT Bombay,JCDL,5,0.0,2019
Mandar Mitra,ISI Kolkata,JCDL,1,0.0,2023
Mandar Mitra,ISI Kolkata,JCDL,1,0.0,2022
Pushpak Bhattacharya,IIT Bombay,JCDL,1,0.0,2018
Sanjay K. Sahay,BITS Pilani-Goa,SKM,1,0.0,2019
Sanjay K. Sahay,BITS Pilani-Goa,SKM,2,0.0,2021
Hemant Rathore,BITS Pilani-Goa,SKM,2,0.0,2021
Supratik Chakraborty,IIT Bombay,CP,1,0.0,2013
Sourav Chakraborty 0001,ISI Kolkata,CP,1,0.0,2022
Supratik Chakraborty,IIT Bombay,CP,2,0.0,2019
S. Akshay 0001,IIT Bombay,CP,1,0.0,2019
Ansuman Banerjee,ISI Kolkata,NSS,1,0.0,2018
G. N. Srinivasa Prasanna,IIIT Bangalore,TOOLS (5),1,0.0,1991
Swagatam Das,ISI Kolkata,CISIS,2,0.0,2008
Amit Dua,BITS Pilani,CISIS,1,0.0,2022
Swagatam Das,ISI Kolkata,SOCO,1,0.0,2010
Swagatam Das,ISI Kolkata,SOCO,1,0.0,2012
Nikhil R. Pal,ISI Kolkata,SOCO,1,0.0,2011
Bhaskaran Raman,IIT Bombay,SIGCOMM,1,0.0,2010
Kameswari Chebrolu,IIT Bombay,SIGCOMM,1,0.0,2010
Puru Kulkarni,IIT Bombay,SIGCOMM,3,0.0,2010
Mythili Vutukuru,IIT Bombay,SIGCOMM,1,0.0,2006
Mythili Vutukuru,IIT Bombay,SIGCOMM,1,0.0,2009
Sougata Sen,BITS Pilani-Goa,MCC@SIGCOMM,1,0.0,2012
Abhishek Mishra,BITS Pilani,SIGCOMM,1,0.0,2011
Kuntal Ghosh,ISI Kolkata,ICKG,1,0.0,2023
Ashutosh Bhatia,BITS Pilani,ICBK,1,0.0,2018
Aditya Kanade,IISc Bangalore,ICBK,1,0.0,2018
Jayant R. Haritsa,IISc Bangalore,FIMI,1,0.0,2003
Bharat Adsul,IIT Bombay,SAGT,2,0.0,2010
Milind A. Sohoni,IIT Bombay,SAGT,2,0.0,2010
Saket Saurabh 0001,IMSc,SAGT,1,0.0,2022
Prajakta Nimbhorkar,CMI,SAGT,1,0.0,2020
Hariharan Narayanan,Tata Inst. of Fundamental Research,SAGT,1,0.0,2023
Siddharth Barman,IISc Bangalore,SAGT,1,0.0,2015
Saket Saurabh 0001,IMSc,SAGT,1,0.0,2017
Saket Saurabh 0001,IMSc,SAGT,1,0.0,2021
Basabdatta B. Sen,BITS Pilani-Goa,IJCNN,1,0.0,2010
Basabdatta B. Sen,BITS Pilani-Goa,IJCNN,4,0.0,2015
Basabdatta B. Sen,BITS Pilani-Goa,IJCNN,2,0.0,2021
M. Narasimha Murty,IISc Bangalore,IJCNN,1,0.0,2006
Aditya Kanade,IISc Bangalore,IJCNN,2,0.0,2016
Shalabh Bhatnagar,IISc Bangalore,IJCNN,1,0.0,2020
Kamlesh Tiwari,BITS Pilani,IJCNN,4,0.0,2022
Swagatam Das,ISI Kolkata,IJCNN,1,0.0,2020
Manish Gupta 0001,IIIT Bangalore,IJCNN,1,0.0,2019
Shalabh Bhatnagar,IISc Bangalore,IJCNN,1,0.0,2022
Basabdatta B. Sen,BITS Pilani-Goa,IJCNN,1,0.0,2009
U. Pal 0001,ISI Kolkata,IJCNN,1,0.0,2013
Pushpak Bhattacharya,IIT Bombay,IJCNN,9,0.0,2021
Aditya Kanade,IISc Bangalore,IJCNN,1,0.0,2007
Sushmita Mitra,ISI Kolkata,IJCNN,1,0.0,2013
Amit Dua,BITS Pilani,IJCNN,1,0.0,2023
Pushpak Bhattacharya,IIT Bombay,IJCNN,7,0.0,2020
Sujith Thomas,BITS Pilani-Goa,IJCNN,1,0.0,2021
U. Pal 0001,ISI Kolkata,IJCNN,2,0.0,2016
Pushpak Bhattacharya,IIT Bombay,IJCNN,3,0.0,2019
Hemant Rathore,BITS Pilani-Goa,IJCNN,3,0.0,2021
Sanjay K. Sahay,BITS Pilani-Goa,IJCNN,3,0.0,2021
Bhabatosh Chanda,ISI Kolkata,IJCNN,1,0.0,2006
Nikhil R. Pal,ISI Kolkata,IJCNN,1,0.0,2006
Pushpak Bhattacharya,IIT Bombay,IJCNN,1,0.0,2018
Aditya Kanade,IISc Bangalore,IJCNN,1,0.0,2023
Snehanshu Saha,BITS Pilani-Goa,IJCNN,4,0.0,2021
Dinesh Babu J.,IIIT Bangalore,IJCNN,1,0.0,2021
G. N. Srinivasa Prasanna,IIIT Bangalore,IJCNN,1,0.0,2021
Rajat K. De,ISI Kolkata,IJCNN,1,0.0,2006
Shalabh Bhatnagar,IISc Bangalore,IJCNN,2,0.0,2017
Basabdatta B. Sen,BITS Pilani-Goa,IJCNN,2,0.0,2020
Aditya Kanade,IISc Bangalore,IJCNN,1,0.0,2017
U. Pal 0001,ISI Kolkata,IJCNN,3,0.0,2015
Shirish K. Shevade,IISc Bangalore,IJCNN,1,0.0,2012
Swagatam Das,ISI Kolkata,IJCNN,1,0.0,2023
Kamlesh Tiwari,BITS Pilani,IJCNN,2,0.0,2023
M. Srinivas,National Institute of Technology Warangal,IJCNN,1,0.0,2014
U. Pal 0001,ISI Kolkata,IJCNN,1,0.0,2012
Nikhil R. Pal,ISI Kolkata,IJCNN,1,0.0,2012
Nikhil R. Pal,ISI Kolkata,IJCNN,1,0.0,2010
Sanghamitra Bandyopadhyay,ISI Kolkata,IJCNN,1,0.0,2008
Nikhil R. Pal,ISI Kolkata,IJCNN,1,0.0,2009
U. Pal 0001,ISI Kolkata,IJCNN,2,0.0,2014
M. Srinivas,National Institute of Technology Warangal,IJCNN,1,0.0,2010
Swati Agarwal 0001,BITS Pilani-Goa,IJCNN,1,0.0,2021
Shalabh Bhatnagar,IISc Bangalore,IJCNN,1,0.0,2016
Pushpak Bhattacharya,IIT Bombay,IJCNN,1,0.0,2022
Ashish Ghosh,ISI Kolkata,IJCNN,1,0.0,2016
Nikhil R. Pal,ISI Kolkata,IJCNN,1,0.0,2008
Ganesh Ramakrishnan,IIT Bombay,IJCNN,1,0.0,2021
Kavi Arya,IIT Bombay,IJCNN,1,0.0,2021
Shirish K. Shevade,IISc Bangalore,IJCNN,1,0.0,2013
M. Narasimha Murty,IISc Bangalore,IJCNN,1,0.0,2013
Snehanshu Saha,BITS Pilani-Goa,IJCNN,2,0.0,2020
U. Pal 0001,ISI Kolkata,IJCNN,1,0.0,2018
Shirish K. Shevade,IISc Bangalore,IJCNN,1,0.0,2016
Basabdatta B. Sen,BITS Pilani-Goa,IJCNN,1,0.0,2022
Madhav Rao,IIIT Bangalore,ISQED,5,0.0,2023
Virendra Singh,IIT Bombay,ISQED,1,0.0,2011
Virendra Singh,IIT Bombay,ISQED,1,0.0,2019
Pratik Narang,BITS Pilani,ICAART (3),2,0.0,2023
Vinayak Naik,BITS Pilani-Goa,ICAART (1),1,0.0,2023
Yashvardhan Sharma,BITS Pilani,ICAART (3),1,0.0,2024
Lavika Goel,BITS Pilani,ICAART (3),1,0.0,2024
Shalabh Bhatnagar,IISc Bangalore,ICAART (2),1,0.0,2022
Kavi Arya,IIT Bombay,ICAART (3),2,0.0,2022
Vinayak Naik,BITS Pilani-Goa,ICAART (Revised Selected Paper),1,0.0,2023
Navneet Goyal,BITS Pilani,ICAART (2),2,0.0,2024
Kamal Lodaya,IMSc,ICAART (2),1,0.0,2017
Sarbani Palit,ISI Kolkata,ICAART (2),1,0.0,2023
Shalabh Bhatnagar,IISc Bangalore,ICAART (Revised Selected Paper,1,0.0,2022
Pratik Narang,BITS Pilani,ICAART (2),1,0.0,2021
Mukesh Kumar Rohil,BITS Pilani,ICAART (3),2,0.0,2024
Yashvardhan Sharma,BITS Pilani,ICAART (2),1,0.0,2024
Kamlesh Tiwari,BITS Pilani,ICAART (2),1,0.0,2024
Sarbani Palit,ISI Kolkata,ICAART (2),1,0.0,2024
Virendra Singh,IIT Bombay,ICAART (2),1,0.0,2024
Umesh Bellur,IIT Bombay,APSEC,1,0.0,2008
Santonu Sarkar,BITS Pilani-Goa,APSEC,1,0.0,2009
Sridhar Iyer,IIT Bombay,APSEC,1,0.0,1997
Ravichandra Sadam,National Institute of Technology Warangal,QuASoQ/SEED@APSEC,1,0.0,2022
Umesh Bellur,IIT Bombay,APSEC,2,0.0,2006
Santonu Sarkar,BITS Pilani-Goa,APSEC (1),1,0.0,2013
Santonu Sarkar,BITS Pilani-Goa,APSEC,1,0.0,2005
Sridhar Iyer,IIT Bombay,APSEC,1,0.0,2005
Santonu Sarkar,BITS Pilani-Goa,APSEC,1,0.0,2006
Raghavan Komondoor,IISc Bangalore,APSEC,1,0.0,2017
Aditya Kanade,IISc Bangalore,APSEC,1,0.0,2007
Rushikesh Joshi,IIT Bombay,APSEC,1,0.0,2006
Mridul Nandi,ISI Kolkata,SIN,1,0.0,2013
Virendra Singh,IIT Bombay,SIN,1,0.0,2012
Pradipta Maji,ISI Kolkata,CAIP (1),1,0.0,2013
Raju Bhukya,National Institute of Technology Warangal,CAIP (2),1,0.0,2021
Virendra Singh,IIT Bombay,ISVLSI,1,0.0,2022
Ansuman Banerjee,ISI Kolkata,ISVLSI,1,0.0,2011
Susmita Sur-Kolay,ISI Kolkata,ISVLSI,1,0.0,2019
Madhav Rao,IIIT Bangalore,ISVLSI,5,0.0,2023
Ansuman Banerjee,ISI Kolkata,ISVLSI,1,0.0,2008
Madhav Rao,IIIT Bangalore,ISVLSI,1,0.0,2022
Goutam Paul 0001,ISI Kolkata,ISVLSI,1,0.0,2014
Madhav Rao,IIIT Bangalore,ISVLSI,1,0.0,2016
Kanchan Manna,BITS Pilani-Goa,ISVLSI,1,0.0,2015
Susmita Sur-Kolay,ISI Kolkata,ISVLSI,1,0.0,2015
Susmita Sur-Kolay,ISI Kolkata,ISVLSI,1,0.0,2020
Kanchan Manna,BITS Pilani-Goa,ISVLSI,2,0.0,2016
Susmita Sur-Kolay,ISI Kolkata,ISVLSI,1,0.0,2011
Susmita Sur-Kolay,ISI Kolkata,ISVLSI,1,0.0,2009
Susmita Sur-Kolay,ISI Kolkata,ISVLSI,1,0.0,2013
Virendra Singh,IIT Bombay,ISVLSI,1,0.0,2018
Sharat Chandran,IIT Bombay,TRECVID,1,0.0,2006
Sharat Chandran,IIT Bombay,TRECVID,1,0.0,2005
Debrup Chakraborty,ISI Kolkata,GECCO,1,0.0,2008
Rajat K. De,ISI Kolkata,GECCO,1,0.0,2005
Swagatam Das,ISI Kolkata,GECCO,1,0.0,2007
Swagatam Das,ISI Kolkata,GECCO (Companion),1,0.0,2011
Swagatam Das,ISI Kolkata,GECCO (Companion),2,0.0,2010
Swagatam Das,ISI Kolkata,GECCO,3,0.0,2005
Swagatam Das,ISI Kolkata,GECCO,2,0.0,2008
Sanghamitra Bandyopadhyay,ISI Kolkata,GECCO (Companion),1,0.0,2019
Saket Saurabh 0001,IMSc,GECCO (Companion),1,0.0,2018
Swagatam Das,ISI Kolkata,GECCO (Companion),2,0.0,2012
Swagatam Das,ISI Kolkata,GECCO (Companion),1,0.0,2013
Swagatam Das,ISI Kolkata,GECCO (Companion),2,0.0,2019
Swagatam Das,ISI Kolkata,GECCO Companion,2,0.0,2020
Pushpak Bhattacharya,IIT Bombay,GECCO,1,0.0,2022
Swagatam Das,ISI Kolkata,GECCO,2,0.0,2013
Swagatam Das,ISI Kolkata,GECCO,1,0.0,2010
Aditya Kanade,IISc Bangalore,GECCO Companion,1,0.0,2021
Abhishek Sinha,Tata Inst. of Fundamental Research,GECCO (Companion),1,0.0,2019
Umesh Bellur,IIT Bombay,IC2E,1,0.0,2021
Puru Kulkarni,IIT Bombay,IC2E,1,0.0,2021
Umesh Bellur,IIT Bombay,IC2E,1,0.0,2018
Puru Kulkarni,IIT Bombay,IC2E,1,0.0,2018
S. Sudarshan 0001,IIT Bombay,ILPS,2,0.0,1993
S. Sudarshan 0001,IIT Bombay,ISLP,1,0.0,1991
S. Sudarshan 0001,IIT Bombay,ILPS,1,0.0,1994
Shrisha Rao 0001,IIIT Bangalore,AAAI Spring Symposium: Game Theoretic and Decision Theoretic Agents,1,0.0,2007
Pushpak Bhattacharya,IIT Bombay,AAAI Spring Symposium: MLPS,1,0.0,2021
Malay Bhattacharyya 0001,ISI Kolkata,AAAI Spring Symposia,1,0.0,2016
Partha P. Talukdar,IISc Bangalore,AAAI Spring Symposia,1,0.0,2015
Malay Bhattacharyya 0001,ISI Kolkata,AAAI Spring Symposia,2,0.0,2017
Sarbani Palit,ISI Kolkata,DIAL,1,0.0,2006
Utpal Garain,ISI Kolkata,DIAL,1,0.0,2006
Bhabatosh Chanda,ISI Kolkata,DIAL,1,0.0,2006
Vinayak Naik,BITS Pilani-Goa,DCOSS,1,0.0,2005
P. Vijay Kumar,IISc Bangalore,DCOSS,1,0.0,2008
Ashutosh Bhatia,BITS Pilani,DCOSS,1,0.0,2014
Pushpak Bhattacharya,IIT Bombay,TSD,2,0.0,2018
Amit Dua,BITS Pilani,SITIS,1,0.0,2016
U. Pal 0001,ISI Kolkata,SITIS,1,0.0,2012
U. Pal 0001,ISI Kolkata,SITIS,1,0.0,2019
Amit Chattopadhyay,IIIT Bangalore,TPCG,2,0.0,2014
Sridhar Iyer,IIT Bombay,CompEd (2),4,0.0,2023
Swaroop Joshi,BITS Pilani-Goa,CompEd (2),2,0.0,2023
Madhavan Mukund,CMI,CompEd (2),1,0.0,2023
Sujit Das,National Institute of Technology Warangal,CICBA,1,0.0,2021
Sujit Das,National Institute of Technology Warangal,CICBA (2),1,0.0,2017
Virendra Singh,IIT Bombay,SoCC,1,0.0,2011
Susmita Sur-Kolay,ISI Kolkata,SOCC,1,0.0,2022
R. Govindarajan,IISc Bangalore,SoCC,1,0.0,2008
Susmita Sur-Kolay,ISI Kolkata,SoCC,1,0.0,2012
Susmita Sur-Kolay,ISI Kolkata,SoCC,1,0.0,2016
Chandrashekar Ramanathan,IIIT Bangalore,T4E,1,0.0,2010
Sridhar Iyer,IIT Bombay,T4E,3,0.0,2014
Chandrashekar Ramanathan,IIIT Bangalore,T4E,3,0.0,2011
Sridhar Iyer,IIT Bombay,T4E,2,0.0,2012
Sridhar Iyer,IIT Bombay,T4E,4,0.0,2013
Kavi Arya,IIT Bombay,T4E,1,0.0,2016
Sridhar Iyer,IIT Bombay,T4E,2,0.0,2011
Chandrashekar Ramanathan,IIIT Bangalore,T4E,1,0.0,2014
G. N. Srinivasa Prasanna,IIIT Bangalore,T4E,1,0.0,2012
Kavi Arya,IIT Bombay,T4E,1,0.0,2014
G. N. Srinivasa Prasanna,IIIT Bangalore,T4E,1,0.0,2014
Sridhar Iyer,IIT Bombay,T4E,1,0.0,2019
Chandrashekar Ramanathan,IIIT Bangalore,T4E,1,0.0,2016
Sridhar Iyer,IIT Bombay,T4E,1,0.0,2015
Sridhar Iyer,IIT Bombay,T4E,1,0.0,2010
Kavi Arya,IIT Bombay,T4E,1,0.0,2019
Vinod Ganapathy,IISc Bangalore,SoCC,1,0.0,2014
Umesh Bellur,IIT Bombay,SoCC,1,0.0,2015
Puru Kulkarni,IIT Bombay,SoCC,1,0.0,2015
Mythili Vutukuru,IIT Bombay,SoCC,1,0.0,2018
Umesh Bellur,IIT Bombay,SoCC,1,0.0,2021
Puru Kulkarni,IIT Bombay,SoCC,1,0.0,2021
Puru Kulkarni,IIT Bombay,SoCC,1,0.0,2014
Umesh Bellur,IIT Bombay,SoCC,1,0.0,2016
R. Govindarajan,IISc Bangalore,CC,2,0.0,2007
Uday P. Khedker,IIT Bombay,CC,1,0.0,2019
Amitabha Sanyal,IIT Bombay,CC,1,0.0,2019
Uday Bondhugula,IISc Bangalore,CC,1,0.0,2008
Uday P. Khedker,IIT Bombay,CC,1,0.0,2008
R. Govindarajan,IISc Bangalore,CC,1,0.0,2014
Uday Bondhugula,IISc Bangalore,CC,1,0.0,2022
Uday Bondhugula,IISc Bangalore,CC,1,0.0,2013
Amitabha Sanyal,IIT Bombay,CC,1,0.0,2014
R. Govindarajan,IISc Bangalore,CC,1,0.0,1999
Uday Bondhugula,IISc Bangalore,CC,1,0.0,2020
Uday P. Khedker,IIT Bombay,CC,1,0.0,2018
Shrisha Rao 0001,IIIT Bangalore,SAC,1,0.0,2013
Umesh Bellur,IIT Bombay,SAC,2,0.0,2006
Umesh Bellur,IIT Bombay,SAC,1,0.0,2008
G. N. Srinivasa Prasanna,IIIT Bangalore,SAC,1,0.0,2022
U. Pal 0001,ISI Kolkata,SAC,2,0.0,2010
Srinath Srinivasa,IIIT Bangalore,SAC (1),1,0.0,2000
Surjya Ghosh,BITS Pilani-Goa,SAC,1,0.0,2022
Krithi Ramamritham,IIT Bombay,SAC,1,0.0,2017
Sumana Ghosh,ISI Kolkata,SAC,1,0.0,2021
Navneet Goyal,BITS Pilani,SAC,4,0.0,2023
Sharat Chandran,IIT Bombay,SAC,1,0.0,2003
Subhajit Sen,IIIT Bangalore,SAC,1,0.0,1992
Rajesh Kumar 0012,BITS Pilani-Goa,SAC,1,0.0,2018
Sangharatna Godboley,National Institute of Technology Warangal,SAC,1,0.0,2023
Ravichandra Sadam,National Institute of Technology Warangal,SAC,1,0.0,2023
Krithi Ramamritham,IIT Bombay,SAC,1,0.0,2012
Biju K. Raveendran,BITS Pilani-Goa,SAC,1,0.0,2008
Sundar Balasubramaniam,BITS Pilani,SAC,1,0.0,2008
Bhabatosh Chanda,ISI Kolkata,SAC,1,0.0,2006
G. N. Srinivasa Prasanna,IIIT Bangalore,SAC,1,0.0,2021
Aditya Kanade,IISc Bangalore,ICML,2,0.0,2016
Shalabh Bhatnagar,IISc Bangalore,ICML,1,0.0,2010
Aditya Kanade,IISc Bangalore,ICML,1,0.0,2010
Shivaram Kalyanakrishnan,IIT Bombay,ICML,1,0.0,2012
Aditya Kanade,IISc Bangalore,ICML,1,0.0,2021
Ganesh Ramakrishnan,IIT Bombay,ICML,1,0.0,2005
Pushpak Bhattacharya,IIT Bombay,ICML,1,0.0,2005
Aditya Kanade,IISc Bangalore,ICML,1,0.0,2018
Aditya Kanade,IISc Bangalore,ICML,2,0.0,2020
Aditya Kanade,IISc Bangalore,ICML,2,0.0,2014
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2014
Aditya Kanade,IISc Bangalore,ICML,2,0.0,2015
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2008
Suyash P. Awate,IIT Bombay,ICML (1),1,0.0,2013
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2006
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2020
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2018
M. Narasimha Murty,IISc Bangalore,ICML,3,0.0,2007
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2023
Partha P. Talukdar,IISc Bangalore,ICML,1,0.0,2008
Siddharth Barman,IISc Bangalore,ICML,1,0.0,2018
Shalabh Bhatnagar,IISc Bangalore,ICML,1,0.0,2009
Aditya Kanade,IISc Bangalore,ICML (2),2,0.0,2013
Ashwin Srinivasan 0001,BITS Pilani-Goa,ICML,1,0.0,2005
Aditya Kanade,IISc Bangalore,ICML,2,0.0,2007
Anand Louis,IISc Bangalore,ICML,1,0.0,2021
Ajit A. Diwan,IIT Bombay,ICML,1,0.0,2007
Sunita Sarawagi,IIT Bombay,ICML,1,0.0,2007
Aditya Kanade,IISc Bangalore,ICML,2,0.0,2017
Ganesh Ramakrishnan,IIT Bombay,ICML,1,0.0,2011
Swagatam Das,ISI Kolkata,ICML,1,0.0,2023
Abir De,IIT Bombay,ICML,1,0.0,2022
Soumen Chakrabarti,IIT Bombay,ICML,1,0.0,2022
Shivaram Kalyanakrishnan,IIT Bombay,ICML,1,0.0,2010
Shishir Kolathaya,IISc Bangalore,ICML,1,0.0,2023
Shalabh Bhatnagar,IISc Bangalore,ICML,1,0.0,2023
Ganesh Ramakrishnan,IIT Bombay,ICML,2,0.0,2021
Abir De,IIT Bombay,ICML,2,0.0,2021
Ashwin Srinivasan 0001,BITS Pilani-Goa,ML,1,0.0,1992
Ashwin Srinivasan 0001,BITS Pilani-Goa,ICML,2,0.0,2000
Shivaram Kalyanakrishnan,IIT Bombay,ICML,1,0.0,2019
Shirish K. Shevade,IISc Bangalore,ICML,1,0.0,2007
M. Narasimha Murty,IISc Bangalore,ICML,1,0.0,2003
Shivaram Kalyanakrishnan,IIT Bombay,ICML,1,0.0,2014
Ganesh Ramakrishnan,IIT Bombay,ICML,1,0.0,2023
Abir De,IIT Bombay,ICML,1,0.0,2023
Soumen Chakrabarti,IIT Bombay,ICML,1,0.0,2007
Shirish K. Shevade,IISc Bangalore,ICML,1,0.0,2002
Sougata Sen,BITS Pilani-Goa,ICHI,1,0.0,2020
C. R. Subramanian 0001,IMSc,AAIM,1,0.0,2007
Sandip Das 0001,ISI Kolkata,AAIM,1,0.0,2014
Subhas C. Nandy,ISI Kolkata,FAW-AAIM,1,0.0,2012
Sasanka Roy,ISI Kolkata,FAW-AAIM,1,0.0,2012
Sandip Das 0001,ISI Kolkata,FAW-AAIM,1,0.0,2013
Subhas C. Nandy,ISI Kolkata,AAIM,1,0.0,2006
Sandip Das 0001,ISI Kolkata,FAW-AAIM,1,0.0,2011
Ansuman Banerjee,ISI Kolkata,ATVA,2,0.0,2008
Santonu Sarkar,BITS Pilani-Goa,ATVA,1,0.0,2017
Supratik Chakraborty,IIT Bombay,ATVA,1,0.0,2013
Supratik Chakraborty,IIT Bombay,ATVA,1,0.0,2022
Deepak D'Souza,IISc Bangalore,ATVA,1,0.0,2020
Aditya Kanade,IISc Bangalore,ATVA,1,0.0,2006
Krishna Shankara Narayanan,IIT Bombay,ATVA,1,0.0,2022
Supratik Chakraborty,IIT Bombay,ATVA,1,0.0,2009
Amitabha Sanyal,IIT Bombay,ATVA,1,0.0,2010
Amitabha Sanyal,IIT Bombay,ATVA (1),1,0.0,2023
S. Akshay 0001,IIT Bombay,ATVA (1),1,0.0,2023
Paritosh K. Pandya,Tata Inst. of Fundamental Research,ATVA,1,0.0,2012
Kamal Lodaya,IMSc,ATVA,1,0.0,2010
Madhavan Mukund,CMI,ATVA,1,0.0,2011
K. Narayan Kumar,CMI,ATVA,1,0.0,2012
B. Srivathsan,CMI,ATVA,1,0.0,2010
Krishna Shankara Narayanan,IIT Bombay,ATVA,1,0.0,2017
Madhavan Mukund,CMI,ATVA,1,0.0,2006
Jagtap Pushpak,IISc Bangalore,ATVA,1,0.0,2018
